Date, Close/Last, Volume, Open, High, Low
08/21/2018,$39.94,10245510,$39.30,$41.75,$37.95
08/20/2018,$35.90,6044021,$31.45,$37.46,$31.45
08/17/2018,$30.69,1756853,$29.47,$31.00,$28.88
08/16/2018,$29.27,3144079,$29.40,$31.23,$27.65
08/15/2018,$29.10,6140604,$26.78,$30.00,$26.11
08/14/2018,$24.25,1374373,$27.35,$27.35,$24.00
08/13/2018,$26.67,2082429,$26.88,$28.44,$26.27
08/10/2018,$25.82,473478,$25.50,$25.90,$24.56
08/09/2018,$25.60,900313,$24.99,$25.82,$24.99
08/08/2018,$24.74,336292,$24.66,$25.40,$24.66
08/07/2018,$24.68,1286518,$25.75,$26.00,$24.37
08/06/2018,$24.84,1076799,$24.29,$26.00,$24.29
08/03/2018,$24.15,603499,$24.16,$24.37,$23.45
08/02/2018,$23.87,1129116,$23.13,$23.99,$22.56
08/01/2018,$22.93,1570718,$23.58,$23.60,$21.50
07/31/2018,$22.10,1901023,$22.50,$22.90,$22.00
07/30/2018,$22.84,1359975,$24.95,$25.25,$22.50
07/27/2018,$24.30,1499651,$27.74,$27.74,$24.12
07/26/2018,$26.40,1475222,$26.60,$27.67,$26.20
07/25/2018,$26.49,3845034,$25.31,$27.15,$24.20
07/24/2018,$25.36,5494133,$28.80,$29.43,$25.25
07/23/2018,$29.45,9984060,$33.48,$34.10,$29.31
07/20/2018,$29.77,13947110,$24.25,$31.80,$23.50
07/19/2018,$22.39,11912880,$23.05,$24.00,$20.10
